"","Barcode","Head","Tail","Soap","FusionScan","Prada"
"5986","TCGA-AB-2836-03A_2","SQSTM1","MGAT4B",NA,NA,NA
"5987","TCGA-AB-2836-03A_2","SRPK2","NKAIN3",NA,NA,NA
"5988","TCGA-AB-2836-03A_2","STAT6","NAB2",NA,NA,NA
"5989","TCGA-AB-2836-03A_2","UTRN","ENSG00000226958",NA,NA,NA
"5990","TCGA-AB-2836-03A_2","ZMIZ2","ZMIZ1",NA,NA,NA
"5991","TCGA-AB-2836-03A_2","ZNF746","ZNF767P",NA,NA,NA
"5992","TCGA-AB-2836-03A_2","ADAP2","RNF135",NA,NA,NA
"5993","TCGA-AB-2836-03A_2","ADCK4","NUMBL",NA,NA,NA
"5994","TCGA-AB-2836-03A_2","ADSL","SGSM3",NA,NA,NA
"5995","TCGA-AB-2836-03A_2","BLOC1S1","RDH5",NA,NA,NA
"5996","TCGA-AB-2836-03A_2","CST3","NEGR1",NA,NA,NA
"5997","TCGA-AB-2836-03A_2","CTBS","GNG5",NA,NA,NA
"5998","TCGA-AB-2836-03A_2","CTSS","HORMAD1",NA,NA,NA
"5999","TCGA-AB-2836-03A_2","FUT4","PIWIL4",NA,NA,NA
"6000","TCGA-AB-2836-03A_2","HOXA4","HOXA3",NA,NA,NA
"6001","TCGA-AB-2836-03A_2","KIAA1267","ARL17A",NA,NA,NA
"6002","TCGA-AB-2836-03A_2","KIAA1267","ARL17B",NA,NA,NA
"6003","TCGA-AB-2836-03A_2","KSR1","LGALS9",NA,NA,NA
"6004","TCGA-AB-2836-03A_2","NDUFB8","SEC31B",NA,NA,NA
"6005","TCGA-AB-2836-03A_2","NFATC2IP","SPNS1",NA,NA,NA
"6006","TCGA-AB-2836-03A_2","PLAUR","CADM4",NA,NA,NA
"6007","TCGA-AB-2836-03A_2","PRH1","PRR4",NA,NA,NA
"6008","TCGA-AB-2836-03A_2","RNF4","C4orf8",NA,NA,NA
"6009","TCGA-AB-2836-03A_2","RRM2","C2orf48",NA,NA,NA
"6010","TCGA-AB-2836-03A_2","SH3BP2","ADD1",NA,NA,NA
"6011","TCGA-AB-2836-03A_2","SIDT2","TAGLN",NA,NA,NA
"6012","TCGA-AB-2836-03A_2","SIRPB1","SIRPD",NA,NA,NA
"6013","TCGA-AB-2836-03A_2","SIRPB2","NSFL1C",NA,NA,NA
"6014","TCGA-AB-2836-03A_2","SLC39A1","CRTC2",NA,NA,NA
"6015","TCGA-AB-2836-03A_2","TAS2R14","PRH1",NA,NA,NA
"6016","TCGA-AB-2836-03A_2","TAS2R14","PRR4",NA,NA,NA
"6017","TCGA-AB-2836-03A_2","TNFAIP8L2","SCNM1",NA,NA,NA
"6018","TCGA-AB-2836-03A_2","TTTY15","USP9Y",NA,NA,NA
"6019","TCGA-AB-2836-03A_2","VAMP8","VAMP5",NA,NA,NA
"6020","TCGA-AB-2836-03A_5","AHSA2","USP34",NA,NA,NA
"6021","TCGA-AB-2836-03A_5","ANKRD30BL","ITGB2",NA,NA,NA
"6022","TCGA-AB-2836-03A_5","ANKRD30BL","ZFP36",NA,NA,NA
"6023","TCGA-AB-2836-03A_5","BMS1P20","ENSG00000211678",NA,NA,NA
"6024","TCGA-AB-2836-03A_5","DLG2","UNC45B",NA,NA,NA
"6025","TCGA-AB-2836-03A_5","ENO1","EDARADD",NA,NA,NA
"6026","TCGA-AB-2836-03A_5","GNAQ","ENSG00000214077",NA,NA,NA
"6027","TCGA-AB-2836-03A_5","HFM1","ENSG00000239776",NA,NA,NA
"6028","TCGA-AB-2836-03A_5","HFM1","ENSG00000241115",NA,NA,NA
"6029","TCGA-AB-2836-03A_5","HFM1","ENSG00000241781",NA,NA,NA
"6030","TCGA-AB-2836-03A_5","HFM1","ENSG00000251948",NA,NA,NA
"6031","TCGA-AB-2836-03A_5","HFM1","PPEF2",NA,NA,NA
"6032","TCGA-AB-2836-03A_5","HLA-C","HLA-B",NA,NA,NA
"6033","TCGA-AB-2836-03A_5","HLA-F","HLA-E",NA,NA,NA
"6034","TCGA-AB-2836-03A_5","JAK2","TCF3",NA,NA,NA
"6035","TCGA-AB-2836-03A_5","KANSL1","ENSG00000246634",NA,NA,NA
"6036","TCGA-AB-2836-03A_5","KHNYN","SDR39U1",NA,NA,NA
"6037","TCGA-AB-2836-03A_5","KIAA0825","PCBD2",NA,NA,NA
"6038","TCGA-AB-2836-03A_5","NOTCH2NL","ENSG00000241781",NA,NA,NA
"6039","TCGA-AB-2836-03A_5","NOTCH2NL","ENSG00000251948",NA,NA,NA
"6040","TCGA-AB-2836-03A_5","PID1","ENSG00000239935",NA,NA,NA
"6041","TCGA-AB-2836-03A_5","PID1","SLCO5A1",NA,NA,NA
"6042","TCGA-AB-2836-03A_5","PPEF2","HFM1",NA,NA,NA
"6043","TCGA-AB-2836-03A_5","SEC14L1","HFM1",NA,NA,NA
"6044","TCGA-AB-2836-03A_5","SLC5A2","C16orf58",NA,NA,NA
"6045","TCGA-AB-2836-03A_5","SQSTM1","MGAT4B",NA,NA,NA
"6046","TCGA-AB-2836-03A_5","SUDS3","ENSG00000250101",NA,NA,NA
"6047","TCGA-AB-2836-03A_5","TMC6","TMC8",NA,NA,NA
"6048","TCGA-AB-2836-03A_5","ZMIZ2","ZMIZ1",NA,NA,NA
"6049","TCGA-AB-2836-03A_5","ADSL","SGSM3",NA,NA,NA
"6050","TCGA-AB-2836-03A_5","CTBS","GNG5",NA,NA,NA
"6051","TCGA-AB-2836-03A_5","CTSS","HORMAD1",NA,NA,NA
"6052","TCGA-AB-2836-03A_5","EEF1DP3","FRY",NA,NA,NA
"6053","TCGA-AB-2836-03A_5","EVI2A","EVI2B",NA,NA,NA
"6054","TCGA-AB-2836-03A_5","FUT4","PIWIL4",NA,NA,NA
"6055","TCGA-AB-2836-03A_5","HACL1","COLQ",NA,NA,NA
"6056","TCGA-AB-2836-03A_5","HOXA4","HOXA3",NA,NA,NA
"6057","TCGA-AB-2836-03A_5","KLF16","REXO1",NA,NA,NA
"6058","TCGA-AB-2836-03A_5","MS4A7","MS4A14",NA,NA,NA
"6059","TCGA-AB-2836-03A_5","NDUFB8","SEC31B",NA,NA,NA
"6060","TCGA-AB-2836-03A_5","NSUN4","FAAH",NA,NA,NA
"6061","TCGA-AB-2836-03A_5","PRH1","PRR4",NA,NA,NA
"6062","TCGA-AB-2836-03A_5","RNF4","C4orf8",NA,NA,NA
"6063","TCGA-AB-2836-03A_5","RRM2","C2orf48",NA,NA,NA
"6064","TCGA-AB-2836-03A_5","SIRPB2","NSFL1C",NA,NA,NA
"6065","TCGA-AB-2836-03A_5","STYXL1","TMEM120A",NA,NA,NA
"6066","TCGA-AB-2836-03A_5","TNFAIP8L2","SCNM1",NA,NA,NA
"6067","TCGA-AB-2836-03A_5","ZMYM5","PSPC1",NA,NA,NA
"6068","TCGA-AB-2837-03A_3","ANKRD30BL","EGR1",NA,NA,NA
"6069","TCGA-AB-2837-03A_3","ANKRD30BL","GRN",NA,NA,NA
"6070","TCGA-AB-2837-03A_3","ANKRD30BL","ITGB2",NA,NA,NA
"6071","TCGA-AB-2837-03A_3","ANKRD30BL","ZFP36",NA,NA,NA
"6072","TCGA-AB-2837-03A_3","ARL8B","TEX101",NA,NA,NA
"6073","TCGA-AB-2837-03A_3","CR1L","CR1",NA,NA,NA
"6074","TCGA-AB-2837-03A_3","DLG2","UNC45B",NA,NA,NA
"6075","TCGA-AB-2837-03A_3","EIF3I","EIF3IP1",NA,NA,NA
"6076","TCGA-AB-2837-03A_3","ENO1","EDARADD",NA,NA,NA
"6077","TCGA-AB-2837-03A_3","FKBP8","PPP1R12B",NA,NA,NA
"6078","TCGA-AB-2837-03A_3","GNAQ","ENSG00000214077",NA,NA,NA
"6079","TCGA-AB-2837-03A_3","HFM1","ACTB",NA,NA,NA
"6080","TCGA-AB-2837-03A_3","HFM1","CD74",NA,NA,NA
"6081","TCGA-AB-2837-03A_3","HFM1","ENSG00000239776",NA,NA,NA
"6082","TCGA-AB-2837-03A_3","HFM1","ENSG00000241781",NA,NA,NA
"6083","TCGA-AB-2837-03A_3","HFM1","ENSG00000251948",NA,NA,NA
"6084","TCGA-AB-2837-03A_3","HFM1","PCBD2",NA,NA,NA
"6085","TCGA-AB-2837-03A_3","HLA-C","HLA-B",NA,NA,NA
"6086","TCGA-AB-2837-03A_3","HLA-H","HLA-E",NA,NA,NA
"6087","TCGA-AB-2837-03A_3","ITGB2","ANKRD30BL",NA,NA,NA
"6088","TCGA-AB-2837-03A_3","KANSL1","ENSG00000246634",NA,NA,NA
"6089","TCGA-AB-2837-03A_3","LMTK2","TBC1D5",NA,NA,NA
"6090","TCGA-AB-2837-03A_3","NOTCH2NL","ENSG00000251948",NA,NA,NA
"6091","TCGA-AB-2837-03A_3","PDE3A","ENSG00000225630",NA,NA,NA
"6092","TCGA-AB-2837-03A_3","PDE3A","ENSG00000237973",NA,NA,NA
"6093","TCGA-AB-2837-03A_3","PID1","CD74",NA,NA,NA
"6094","TCGA-AB-2837-03A_3","PID1","ENSG00000241781",NA,NA,NA
"6095","TCGA-AB-2837-03A_3","SEC14L1","HFM1",NA,NA,NA
"6096","TCGA-AB-2837-03A_3","SLCO5A1","ENSG00000229344",NA,NA,NA
"6097","TCGA-AB-2837-03A_3","STAT6","NAB2",NA,NA,NA
"6098","TCGA-AB-2837-03A_3","SUDS3","ENSG00000250101",NA,NA,NA
"6099","TCGA-AB-2837-03A_3","VIM","DES",NA,NA,NA
"6100","TCGA-AB-2837-03A_3","ZNF746","ZNF767P",NA,NA,NA
"6101","TCGA-AB-2837-03A_3","ZNRD1-AS1","HLA-B",NA,NA,NA
"6102","TCGA-AB-2837-03A_3","ZNRD1-AS1","HLA-E",NA,NA,NA
"6103","TCGA-AB-2837-03A_3","ADSL","SGSM3",NA,NA,NA
"6104","TCGA-AB-2837-03A_3","BPTF","LRRC37A",NA,NA,NA
"6105","TCGA-AB-2837-03A_3","BTBD8","KIAA1107",NA,NA,NA
"6106","TCGA-AB-2837-03A_3","CTBS","GNG5",NA,NA,NA
"6107","TCGA-AB-2837-03A_3","CTSS","HORMAD1",NA,NA,NA
"6108","TCGA-AB-2837-03A_3","EVI2A","EVI2B",NA,NA,NA
"6109","TCGA-AB-2837-03A_3","HOXA4","HOXA3",NA,NA,NA
"6110","TCGA-AB-2837-03A_3","KSR1","LGALS9",NA,NA,NA
"6111","TCGA-AB-2837-03A_3","MS4A7","MS4A14",NA,NA,NA
"6112","TCGA-AB-2837-03A_3","NDUFB8","SEC31B",NA,NA,NA
"6113","TCGA-AB-2837-03A_3","PRR13","PCBP2",NA,NA,NA
"6114","TCGA-AB-2837-03A_3","RN28S1","SH3BGRL3",NA,NA,NA
"6115","TCGA-AB-2837-03A_3","RNF4","C4orf8",NA,NA,NA
"6116","TCGA-AB-2837-03A_3","RRM2","C2orf48",NA,NA,NA
"6117","TCGA-AB-2837-03A_3","SIRPB1","SIRPD",NA,NA,NA
"6118","TCGA-AB-2837-03A_3","SIRPB2","NSFL1C",NA,NA,NA
"6119","TCGA-AB-2837-03A_3","TNFAIP8L2","SCNM1",NA,NA,NA
"6120","TCGA-AB-2838-03A_1","ANKRD30BL","ITGB2",NA,NA,NA
"6121","TCGA-AB-2838-03A_1","ANKRD30BL","PABPC1",NA,NA,NA
"6122","TCGA-AB-2838-03A_1","BMS1P20","ENSG00000211678",NA,NA,NA
"6123","TCGA-AB-2838-03A_1","DLG2","UNC45B",NA,NA,NA
"6124","TCGA-AB-2838-03A_1","ENO1","EDARADD",NA,NA,NA
"6125","TCGA-AB-2838-03A_1","GNAQ","ENSG00000214077",NA,NA,NA
"6126","TCGA-AB-2838-03A_1","GRID2","GNB2L1",NA,NA,NA
"6127","TCGA-AB-2838-03A_1","HFM1","ENSG00000239776",NA,NA,NA
"6128","TCGA-AB-2838-03A_1","HFM1","ENSG00000251948",NA,NA,NA
"6129","TCGA-AB-2838-03A_1","HFM1","PCBD2",NA,NA,NA
"6130","TCGA-AB-2838-03A_1","HFM1","PPEF2",NA,NA,NA
"6131","TCGA-AB-2838-03A_1","KANSL1","ENSG00000246634",NA,NA,NA
"6132","TCGA-AB-2838-03A_1","KHNYN","SDR39U1",NA,NA,NA
"6133","TCGA-AB-2838-03A_1","KIAA0825","PCBD2",NA,NA,NA
"6134","TCGA-AB-2838-03A_1","MALAT1","ENSG00000225630",NA,NA,NA
"6135","TCGA-AB-2838-03A_1","NOTCH2NL","ENSG00000251948",NA,NA,NA
"6136","TCGA-AB-2838-03A_1","P2RY11","EIF3G",NA,NA,NA
"6137","TCGA-AB-2838-03A_1","PCBP2","FLJ39080",NA,NA,NA
"6138","TCGA-AB-2838-03A_1","PDE3A","ENSG00000225630",NA,NA,NA
"6139","TCGA-AB-2838-03A_1","PID1","SLCO5A1",NA,NA,NA
"6140","TCGA-AB-2838-03A_1","PPEF2","HFM1",NA,NA,NA
"6141","TCGA-AB-2838-03A_1","RPS19","ENSG00000214612",NA,NA,NA
"6142","TCGA-AB-2838-03A_1","RPS23","ENSG00000230629",NA,NA,NA
"6143","TCGA-AB-2838-03A_1","SEC14L1","HFM1",NA,NA,NA
"6144","TCGA-AB-2838-03A_1","SLC5A2","C16orf58",NA,NA,NA
"6145","TCGA-AB-2838-03A_1","TMC6","TMC8",NA,NA,NA
"6146","TCGA-AB-2838-03A_1","ZMIZ2","ZMIZ1",NA,NA,NA
"6147","TCGA-AB-2838-03A_1","ZNF746","ZNF767P",NA,NA,NA
"6148","TCGA-AB-2838-03A_1","ADSL","SGSM3",NA,NA,NA
"6149","TCGA-AB-2838-03A_1","BPTF","RDM1",NA,NA,NA
"6150","TCGA-AB-2838-03A_1","CTBS","GNG5",NA,NA,NA
"6151","TCGA-AB-2838-03A_1","FUT4","PIWIL4",NA,NA,NA
"6152","TCGA-AB-2838-03A_1","GLYCTK","DNAH1",NA,NA,NA
"6153","TCGA-AB-2838-03A_1","HCK","TM9SF4",NA,NA,NA
"6154","TCGA-AB-2838-03A_1","HOXA4","HOXA3",NA,NA,NA
"6155","TCGA-AB-2838-03A_1","IGHA1","IGHV3-9",NA,NA,NA
"6156","TCGA-AB-2838-03A_1","IGHG1","IGHV4-34",NA,NA,NA
"6157","TCGA-AB-2838-03A_1","IGHG1","IGHV5-51",NA,NA,NA
"6158","TCGA-AB-2838-03A_1","IGHG1","LY6E",NA,NA,NA
"6159","TCGA-AB-2838-03A_1","KLRC4","KLRK1",NA,NA,NA
"6160","TCGA-AB-2838-03A_1","NDUFB8","SEC31B",NA,NA,NA
"6161","TCGA-AB-2838-03A_1","NSUN4","FAAH",NA,NA,NA
"6162","TCGA-AB-2838-03A_1","RRM2","C2orf48",NA,NA,NA
"6163","TCGA-AB-2838-03A_1","SLC35A3","HIAT1",NA,NA,NA
"6164","TCGA-AB-2838-03A_1","SLC43A3","PRG2",NA,NA,NA
"6165","TCGA-AB-2838-03A_1","TAS2R14","PRH1",NA,NA,NA
"6166","TCGA-AB-2838-03A_1","TNFAIP8L2","SCNM1",NA,NA,NA
"6167","TCGA-AB-2838-03A_1","TPM4","LYZ",NA,NA,NA
"6168","TCGA-AB-2838-03A_1","TRIM58","OR2W3",NA,NA,NA
"6169","TCGA-AB-2838-03A_1","VAMP8","VAMP5",NA,NA,NA
"6170","TCGA-AB-2838-03A_1","ZNF782","ZNF510",NA,NA,NA
"6171","TCGA-AB-2839-03A_8","ANKRD30BL","ENSG00000237973",NA,NA,NA
"6172","TCGA-AB-2839-03A_8","ANKRD30BL","PABPC1",NA,NA,NA
"6173","TCGA-AB-2839-03A_8","ANKRD30BL","PDE3A",NA,NA,NA
"6174","TCGA-AB-2839-03A_8","ARL8B","TEX101",NA,NA,NA
"6175","TCGA-AB-2839-03A_8","C16orf58","SLC5A2",NA,NA,NA
"6176","TCGA-AB-2839-03A_8","CAGE1","RPS3",NA,NA,NA
"6177","TCGA-AB-2839-03A_8","DDX17","KDELR3",NA,NA,NA
"6178","TCGA-AB-2839-03A_8","DDX3Y","DDX3X",NA,NA,NA
"6179","TCGA-AB-2839-03A_8","EIF3E","KHDC1",NA,NA,NA
"6180","TCGA-AB-2839-03A_8","EIF3I","EIF3IP1",NA,NA,NA
"6181","TCGA-AB-2839-03A_8","ENO1","EDARADD",NA,NA,NA
"6182","TCGA-AB-2839-03A_8","FER","GNB2L1",NA,NA,NA
"6183","TCGA-AB-2839-03A_8","GNAQ","ENSG00000214077",NA,NA,NA
"6184","TCGA-AB-2839-03A_8","HFM1","ENSG00000239776",NA,NA,NA
"6185","TCGA-AB-2839-03A_8","HFM1","ENSG00000239935",NA,NA,NA
"6186","TCGA-AB-2839-03A_8","HFM1","ENSG00000241115",NA,NA,NA
"6187","TCGA-AB-2839-03A_8","HFM1","ENSG00000251948",NA,NA,NA
"6188","TCGA-AB-2839-03A_8","HFM1","PCBD2",NA,NA,NA
"6189","TCGA-AB-2839-03A_8","HFM1","PPEF2",NA,NA,NA
"6190","TCGA-AB-2839-03A_8","HFM1","SEC14L1",NA,NA,NA
"6191","TCGA-AB-2839-03A_8","LMTK2","TBC1D5",NA,NA,NA
"6192","TCGA-AB-2839-03A_8","LOC440311","GLTSCR2",NA,NA,NA
"6193","TCGA-AB-2839-03A_8","MALAT1","ENSG00000237973",NA,NA,NA
"6194","TCGA-AB-2839-03A_8","NOTCH2","ENSG00000241781",NA,NA,NA
"6195","TCGA-AB-2839-03A_8","NOTCH2NL","ENSG00000241781",NA,NA,NA
"6196","TCGA-AB-2839-03A_8","NOTCH2NL","ENSG00000251948",NA,NA,NA
"6197","TCGA-AB-2839-03A_8","PCBD2","ENSG00000232177",NA,NA,NA
"6198","TCGA-AB-2839-03A_8","PCBD2","ENSG00000241800",NA,NA,NA
"6199","TCGA-AB-2839-03A_8","PCBD2","VPS13B",NA,NA,NA
"6200","TCGA-AB-2839-03A_8","PDE3A","ENSG00000225630",NA,NA,NA
"6201","TCGA-AB-2839-03A_8","PID1","ENSG00000226958",NA,NA,NA
"6202","TCGA-AB-2839-03A_8","PID1","ENSG00000239935",NA,NA,NA
"6203","TCGA-AB-2839-03A_8","PID1","ENSG00000251948",NA,NA,NA
"6204","TCGA-AB-2839-03A_8","PID1","HFM1",NA,NA,NA
"6205","TCGA-AB-2839-03A_8","PPEF2","HFM1",NA,NA,NA
"6206","TCGA-AB-2839-03A_8","RPS19","ENSG00000214612",NA,NA,NA
"6207","TCGA-AB-2839-03A_8","RPS23","ENSG00000230629",NA,NA,NA
"6208","TCGA-AB-2839-03A_8","RYR2","ENSG00000226958",NA,NA,NA
"6209","TCGA-AB-2839-03A_8","SEC14L1","HFM1",NA,NA,NA
"6210","TCGA-AB-2839-03A_8","SLC5A2","C16orf58",NA,NA,NA
"6211","TCGA-AB-2839-03A_8","TMC6","TMC8",NA,NA,NA
"6212","TCGA-AB-2839-03A_8","WDR6","DALRD3",NA,NA,NA
"6213","TCGA-AB-2839-03A_8","ZNF746","ZNF767P",NA,NA,NA
"6214","TCGA-AB-2839-03A_8","CTBS","GNG5",NA,NA,NA
"6215","TCGA-AB-2839-03A_8","DHRS1","RABGGTA",NA,NA,NA
"6216","TCGA-AB-2839-03A_8","FAM117A","SLC35B1",NA,NA,NA
"6217","TCGA-AB-2839-03A_8","FUT4","PIWIL4",NA,NA,NA
"6218","TCGA-AB-2839-03A_8","HOXA4","HOXA3",NA,NA,NA
"6219","TCGA-AB-2839-03A_8","NDUFB8","SEC31B",NA,NA,NA
"6220","TCGA-AB-2839-03A_8","RPS29","RAP1A",NA,NA,NA
"6221","TCGA-AB-2839-03A_8","RRM2","C2orf48",NA,NA,NA
"6222","TCGA-AB-2839-03A_8","SUGT1P","NOL6",NA,NA,NA
"6223","TCGA-AB-2839-03A_8","TAS2R14","PRR4",NA,NA,NA
"6224","TCGA-AB-2839-03A_8","TGIF2","C20orf24",NA,NA,NA
"6225","TCGA-AB-2839-03A_8","TNFAIP8L2","SCNM1",NA,NA,NA
"6226","TCGA-AB-2839-03A_8","TRGJP1","TRGC1",NA,NA,NA
"6227","TCGA-AB-2839-03A_8","TRIM58","OR2W3",NA,NA,NA
"6228","TCGA-AB-2840-03A_2","ACTB","TK2",NA,NA,NA
"6229","TCGA-AB-2840-03A_2","ANKRD30BL","ENSG00000198744",NA,NA,NA
"6230","TCGA-AB-2840-03A_2","ANKRD30BL","PCBD2",NA,NA,NA
"6231","TCGA-AB-2840-03A_2","BECN1","CNTD1",NA,NA,NA
"6232","TCGA-AB-2840-03A_2","BZRAP1","BZRAP1-AS1",NA,NA,NA
"6233","TCGA-AB-2840-03A_2","C16orf58","SLC5A2",NA,NA,NA
"6234","TCGA-AB-2840-03A_2","CLIC1","CEP112",NA,NA,NA
"6235","TCGA-AB-2840-03A_2","DDX3Y","DDX3X",NA,NA,NA
"6236","TCGA-AB-2840-03A_2","DKFZP586I1420","PSMC5",NA,NA,NA
"6237","TCGA-AB-2840-03A_2","DLG2","UNC45B",NA,NA,NA
"6238","TCGA-AB-2840-03A_2","EIF3I","EIF3IP1",NA,NA,NA
"6239","TCGA-AB-2840-03A_2","ENO1","EDARADD",NA,NA,NA
"6240","TCGA-AB-2840-03A_2","FER","GNB2L1",NA,NA,NA
"6241","TCGA-AB-2840-03A_2","GNAQ","ENSG00000214077",NA,NA,NA
"6242","TCGA-AB-2840-03A_2","HFM1","ENSG00000226958",NA,NA,NA
"6243","TCGA-AB-2840-03A_2","HFM1","ENSG00000239776",NA,NA,NA
"6244","TCGA-AB-2840-03A_2","HFM1","ENSG00000239935",NA,NA,NA
"6245","TCGA-AB-2840-03A_2","HFM1","ENSG00000241115",NA,NA,NA
"6246","TCGA-AB-2840-03A_2","HFM1","ENSG00000241781",NA,NA,NA
"6247","TCGA-AB-2840-03A_2","HFM1","INTS4",NA,NA,NA
"6248","TCGA-AB-2840-03A_2","HFM1","PCBD2",NA,NA,NA
"6249","TCGA-AB-2840-03A_2","HFM1","PKP4",NA,NA,NA
"6250","TCGA-AB-2840-03A_2","HFM1","PPEF2",NA,NA,NA
"6251","TCGA-AB-2840-03A_2","HFM1","SEC14L1",NA,NA,NA
"6252","TCGA-AB-2840-03A_2","HSP90B1","LRRC28",NA,NA,NA
"6253","TCGA-AB-2840-03A_2","JAK2","CSNK1G2",NA,NA,NA
"6254","TCGA-AB-2840-03A_2","MALAT1","ENSG00000198744",NA,NA,NA
"6255","TCGA-AB-2840-03A_2","MALAT1","ENSG00000230021",NA,NA,NA
"6256","TCGA-AB-2840-03A_2","MALAT1","ENSG00000241800",NA,NA,NA
"6257","TCGA-AB-2840-03A_2","NOTCH2","ENSG00000241781",NA,NA,NA
"6258","TCGA-AB-2840-03A_2","NOTCH2NL","ENSG00000241781",NA,NA,NA
"6259","TCGA-AB-2840-03A_2","NOTCH2NL","ENSG00000251948",NA,NA,NA
"6260","TCGA-AB-2840-03A_2","NUMA1","IL18BP",NA,NA,NA
"6261","TCGA-AB-2840-03A_2","OST4","AGBL5",NA,NA,NA
"6262","TCGA-AB-2840-03A_2","PABPC1","PABPC3",NA,NA,NA
"6263","TCGA-AB-2840-03A_2","PCBD2","ENSG00000226958",NA,NA,NA
"6264","TCGA-AB-2840-03A_2","PCBD2","ENSG00000232177",NA,NA,NA
"6265","TCGA-AB-2840-03A_2","PCBD2","MPO",NA,NA,NA
"6266","TCGA-AB-2840-03A_2","PDE3A","ENSG00000225630",NA,NA,NA
"6267","TCGA-AB-2840-03A_2","PDE3A","ENSG00000225840",NA,NA,NA
"6268","TCGA-AB-2840-03A_2","PID1","ENSG00000226958",NA,NA,NA
"6269","TCGA-AB-2840-03A_2","PID1","ENSG00000239935",NA,NA,NA
"6270","TCGA-AB-2840-03A_2","PML","RARA",NA,NA,NA
"6271","TCGA-AB-2840-03A_2","PPEF2","SEC14L1",NA,NA,NA
"6272","TCGA-AB-2840-03A_2","PREB","ABHD1",NA,NA,NA
"6273","TCGA-AB-2840-03A_2","RPS19","ENSG00000214612",NA,NA,NA
"6274","TCGA-AB-2840-03A_2","RPS23","ENSG00000230629",NA,NA,NA
"6275","TCGA-AB-2840-03A_2","SEC14L1","HFM1",NA,NA,NA
"6276","TCGA-AB-2840-03A_2","SMARCC2","MYL6",NA,NA,NA
"6277","TCGA-AB-2840-03A_2","STAT6","NAB2",NA,NA,NA
"6278","TCGA-AB-2840-03A_2","TMSB10","GPM6A",NA,NA,NA
"6279","TCGA-AB-2840-03A_2","UTRN","ENSG00000226958",NA,NA,NA
"6280","TCGA-AB-2840-03A_2","UTRN","INTS4",NA,NA,NA
"6281","TCGA-AB-2840-03A_2","WDR6","DALRD3",NA,NA,NA
"6282","TCGA-AB-2840-03A_2","ZMIZ2","ZMIZ1",NA,NA,NA
"6283","TCGA-AB-2840-03A_2","ADSL","SGSM3",NA,NA,NA
"6284","TCGA-AB-2840-03A_2","ARMC5","TGFB1I1",NA,NA,NA
"6285","TCGA-AB-2840-03A_2","CALR","GDF7",NA,NA,NA
"6286","TCGA-AB-2840-03A_2","CALR","RN28S1",NA,NA,NA
"6287","TCGA-AB-2840-03A_2","CTBS","GNG5",NA,NA,NA
"6288","TCGA-AB-2840-03A_2","CTSLL2","BMS1P6",NA,NA,NA
"6289","TCGA-AB-2840-03A_2","FAM119A","RN28S1",NA,NA,NA
"6290","TCGA-AB-2840-03A_2","FARSA","SYCE2",NA,NA,NA
"6291","TCGA-AB-2840-03A_2","MAPKAPK5","ACAD10",NA,NA,NA
"6292","TCGA-AB-2840-03A_2","NDUFB8","SEC31B",NA,NA,NA
"6293","TCGA-AB-2840-03A_2","PRH1","PRR4",NA,NA,NA
"6294","TCGA-AB-2840-03A_2","RARA","PML",NA,NA,NA
"6295","TCGA-AB-2840-03A_2","RN18S1","EGR1",NA,NA,NA
"6296","TCGA-AB-2840-03A_2","RRM2","C2orf48",NA,NA,NA
"6297","TCGA-AB-2840-03A_2","SIRPB2","NSFL1C",NA,NA,NA
"6298","TCGA-AB-2840-03A_2","TNFAIP8L2","SCNM1",NA,NA,NA
"6299","TCGA-AB-2840-03A_2","TPT1","PPP1CA",NA,NA,NA
"6300","TCGA-AB-2842-03A_4","ANKRD30BL","ACTB",NA,NA,NA
"6301","TCGA-AB-2842-03A_4","ANKRD30BL","ENSG00000237973",NA,NA,NA
"6302","TCGA-AB-2842-03A_4","ANKRD30BL","ENSG00000248527",NA,NA,NA
"6303","TCGA-AB-2842-03A_4","ANKRD30BL","PABPC1",NA,NA,NA
"6304","TCGA-AB-2842-03A_4","ANKRD30BL","PCBD2",NA,NA,NA
"6305","TCGA-AB-2842-03A_4","ATP5B","VWA3B",NA,NA,NA
"6306","TCGA-AB-2842-03A_4","BAZ2A","RBMS2",NA,NA,NA
"6307","TCGA-AB-2842-03A_4","BMS1P20","ENSG00000211678",NA,NA,NA
"6308","TCGA-AB-2842-03A_4","BMS1P20","ENSG00000211684",NA,NA,NA
"6309","TCGA-AB-2842-03A_4","CLIC1","CEP112",NA,NA,NA
"6310","TCGA-AB-2842-03A_4","DDX3Y","DDX3X",NA,NA,NA
"6311","TCGA-AB-2842-03A_4","DLG2","UNC45B",NA,NA,NA
"6312","TCGA-AB-2842-03A_4","EIF3E","KHDC1",NA,NA,NA
"6313","TCGA-AB-2842-03A_4","EIF3I","EIF3IP1",NA,NA,NA
"6314","TCGA-AB-2842-03A_4","ENO1","EDARADD",NA,NA,NA
"6315","TCGA-AB-2842-03A_4","FKBP8","PPP1R12B",NA,NA,NA
"6316","TCGA-AB-2842-03A_4","GNAQ","ENSG00000214077",NA,NA,NA
"6317","TCGA-AB-2842-03A_4","HFM1","CD74",NA,NA,NA
"6318","TCGA-AB-2842-03A_4","HFM1","ENSG00000226958",NA,NA,NA
"6319","TCGA-AB-2842-03A_4","HFM1","ENSG00000239776",NA,NA,NA
